;FECHA_CORTE;REGION;PROVINCIA;DISTRITO;UBIGEO;COD_UNIDAD_EJECUTORA;UNIDAD_EJECUTORA;AMBITO_INEI;CODIGO_IPRESS;IPRESS;VRAEM;NACIONAL_EXTRANJERO;PAIS_EXTRANJERO;DOCUMENTO_IDENTIDAD;EDAD;SEXO;REGIMEN_FINANCIAMIENTO;PLAN_DE_SEGURO;COBERTURA_FINANCIERA;TOTAL_AFILIADOS;
7342;31/08/2023;LA LIBERTAD;PATAZ;URPAY;130813;1738;GOB. REG. DE LA LIBERTAD - SALUD PATAZ;RURAL;5394;PARIAMARCA;NO;NACIONAL;;D.N.I.;62;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;8;
7343;31/08/2023;PUNO;HUANCANÉ;TARACO;210607;917;REGION PUNO - SALUD SAN ROMAN;RURAL;3281;TARACO;NO;NACIONAL;;D.N.I.;36;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;25;
7344;31/08/2023;ICA;PISCO;TUPAC AMARU INCA;110508;1195;REGION ICA - HOSPITAL SAN JUAN DE DIOS PISCO;URBANA;3478;TUPAC AMARU;NO;NACIONAL;;D.N.I.;22;FEMENINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;84;
7345;31/08/2023;ÁNCASH;SANTA;SANTA;21808;1537;GOB. REG. DE ANCASH - RED DE SALUD PACIFICO NORTE;URBANA;1676;CENTRO DE SALUD SANTA;NO;NACIONAL;;D.N.I.;19;FEMENINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;103;
7346;31/08/2023;LAMBAYEQUE;CHICLAYO;PIMENTEL;140112;860;REGION LAMBAYEQUE - SALUD ;URBANA;7306;LAS FLORES DE LA PRADERA;NO;NACIONAL;;D.N.I.;54;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;36;
7347;31/08/2023;CAJAMARCA;CONTUMAZÁ;CUPISNIQUE;60503;1712;GOB. REG. CAJAMARCA - SALUD CAJAMARCA - CAJAMARCA;RURAL;4590;TRINIDAD;NO;NACIONAL;;D.N.I.;46;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;5;
7348;31/08/2023;PUNO;AZÁNGARO;ACHAYA;210202;917;REGION PUNO - SALUD SAN ROMAN;RURAL;3274;ACHAYA;NO;NACIONAL;;D.N.I.;15;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;19;
7349;31/08/2023;CAJAMARCA;SAN PABLO;SAN PABLO;61201;785;REGION CAJAMARCA - SALUD CAJAMARCA;RURAL;4586;JANCOS;NO;NACIONAL;;D.N.I.;37;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;12;
7350;31/08/2023;JUNÍN;SATIPO;PANGOA;120606;1613;GOB. REG. DE JUNIN - RED DE SALUD SAN MARTIN DE PANGOA;RURAL;446;CUBANTIA;SI;NACIONAL;;D.N.I.;21;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;31;
7351;31/08/2023;SAN MARTÍN;HUALLAGA;PISCOYACU;220404;1059;REGION SAN MARTIN - SALUD HUALLAGA CENTRAL;URBANA;6545;NUEVO SACANCHE;NO;NACIONAL;;D.N.I.;40;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;9;
7352;31/08/2023;LORETO;DATEM DEL MARAÑÓN;CAHUAPANAS;160702;1391;GOB. REG. LORETO - RED DE SALUD DATEM DEL MARAÑON;RURAL;240;P.S. I-2 SANTA MARIA DE CAHUAPANAS;NO;NACIONAL;;D.N.I.;65;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;6;
7353;31/08/2023;CAJAMARCA;CHOTA;ANGUIA;60402;786;REGION CAJAMARCA - SALUD CHOTA;RURAL;4752;P.S. HUALLANGATE;NO;NACIONAL;;D.N.I.;56;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;5;
7354;31/08/2023;LORETO;MAYNAS;PUNCHANA;160108;870;REGION LORETO - SALUD LORETO ;URBANA;18;BARRIO FLORIDO;NO;NACIONAL;;D.N.I.;8;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;18;
7355;31/08/2023;LA LIBERTAD;PATAZ;PARCOY;130808;1738;GOB. REG. DE LA LIBERTAD - SALUD PATAZ;RURAL;5385;PARCOY;NO;NACIONAL;;D.N.I.;40;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;39;
7356;31/08/2023;CUSCO;QUISPICANCHI;QUIQUIJANA;81212;1322;REG. CUSCO - RED DE SERVICIOS DE SALUD CUSCO SUR;RURAL;2538;QUIQUIJANA;NO;NACIONAL;;D.N.I.;17;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;109;
7357;31/08/2023;PIURA;PAITA;LA HUACA;200505;900;REGION PIURA - SALUD LUCIANO CASTILLO COLONNA;URBANA;2082;EL ALTO;NO;NACIONAL;;D.N.I.;7;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
7358;31/08/2023;AREQUIPA;AREQUIPA;MARIANO MELGAR;40109;1222;REGION AREQUIPA - SALUD RED PERIFERICA AREQUIPA;URBANA;1295;CENTRO DE SALUD GENERALISIMO SAN MARTIN;NO;NACIONAL;;D.N.I.;37;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;14;
7359;31/08/2023;LORETO;UCAYALI;CONTAMANA;160601;1672;SALUD UCAYALI - CONTAMANA;URBANA;32646;PUESTO DE SALUD I-1 LA CUMBRE;NO;NACIONAL;;D.N.I.;6;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
7360;31/08/2023;HUÁNUCO;AMBO;CONCHAMARCA;100204;1695;GOB.REG.DPTO.HUANUCO - RED DE SALUD AMBO;RURAL;818;CENTRO DE SALUD CONCHAMARCA;NO;NACIONAL;;D.N.I.;81;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;3;
7361;31/08/2023;LIMA METROPOLITANA;LIMA;SAN MARTÍN DE PORRES;150135;1684;DIRECCION DE REDES INTEGRADAS DE SALUD LIMA NORTE;URBANA;5811;INFANTAS;NO;NACIONAL;;D.N.I.;34;FEMENINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;37;
7362;31/08/2023;AREQUIPA;AREQUIPA;YURA;40128;1222;REGION AREQUIPA - SALUD RED PERIFERICA AREQUIPA;URBANA;1253;CENTRO DE SALUD CIUDAD DE DIOS;NO;NACIONAL;;D.N.I.;9;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;138;
7363;31/08/2023;PUNO;AZÁNGARO;SAMAN;210210;917;REGION PUNO - SALUD SAN ROMAN;RURAL;3279;MUNI GRANDE;NO;NACIONAL;;D.N.I.;63;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;7;
7364;31/08/2023;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;10101;998;REGION AMAZONAS - HOSPITAL DE APOYO CHACHAPOYAS;URBANA;4838;HOSPITAL REGIONAL VIRGEN DE FATIMA;NO;NACIONAL;;D.N.I.;40;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;29;
7365;31/08/2023;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;40102;1222;REGION AREQUIPA - SALUD RED PERIFERICA AREQUIPA;URBANA;1304;PUESTO DE SALUD HEROES DEL CENEPA;NO;NACIONAL;;D.N.I.;25;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;10;
7366;31/08/2023;MOQUEGUA;GENERAL SÁNCHEZ CERRO;LLOQUE;180206;884;REGION MOQUEGUA - SALUD ;RURAL;2853;P.S. LLOQUE;NO;NACIONAL;;D.N.I.;67;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;5;
7367;31/08/2023;UCAYALI;CORONEL PORTILLO;MANANTAY;250107;1660;GOB. REG. DE UCAYALI - RED DE SALUD N° 01 CORONEL PORTILLO;URBANA;5563;FRATERNIDAD;NO;NACIONAL;;D.N.I.;15;FEMENINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;18;
7368;31/08/2023;CAJAMARCA;JAÉN;BELLAVISTA;60802;788;REGION CAJAMARCA - SALUD JAEN;RURAL;4229;CANANA;NO;NACIONAL;;D.N.I.;59;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
7369;31/08/2023;JUNÍN;CHANCHAMAYO;PERENE;120302;828;REGION JUNIN - SALUD CHANCHAMAYO;RURAL;320;PUERTO YURINAKI;NO;NACIONAL;;D.N.I.;24;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;37;
7370;31/08/2023;LIMA METROPOLITANA;LIMA;CHORRILLOS;150108;1685;DIRECCION DE REDES INTEGRADAS DE SALUD LIMA SUR;URBANA;6009;PUESTO DE SALUD LOS INCAS;NO;NACIONAL;;D.N.I.;23;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;17;
7371;31/08/2023;HUÁNUCO;LEONCIO PRADO;RUPA-RUPA;100601;1110;REGION HUANUCO - SALUD LEONCIO PRADO;URBANA;942;HUASCAR;NO;NACIONAL;;D.N.I.;34;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
7372;31/08/2023;LA LIBERTAD;VIRÚ;VIRU;131201;1617;GOB. REG. DE LA LIBERTAD - SALUD VIRU;RURAL;5253;CALIFORNIA;NO;NACIONAL;;D.N.I.;12;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;2;
7373;31/08/2023;JUNÍN;SATIPO;MAZAMARI;120604;829;REGION JUNIN - SALUD SATIPO;RURAL;16912;VILLA PROGRESO DE EDEN;SI;NACIONAL;;D.N.I.;40;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;4;
7374;31/08/2023;LA LIBERTAD;TRUJILLO;SALAVERRY;130109;854;REGION LA LIBERTAD - SALUD TRUJILLO ESTE;URBANA;7152;HOSPITAL DISTRITAL ALTO MOCHE-WALTER CRUZ VILCA;NO;NACIONAL;;D.N.I.;51;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;6;
7375;31/08/2023;CUSCO;CHUMBIVILCAS;LLUSCO;80706;1666;GOB. REG. DPTO. DE CUSCO - SALUD CHUMBIVILCAS;RURAL;6747;LUTTO;NO;NACIONAL;;D.N.I.;2;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;16;
7376;31/08/2023;LIMA METROPOLITANA;LIMA;CHORRILLOS;150108;1685;DIRECCION DE REDES INTEGRADAS DE SALUD LIMA SUR;URBANA;5998;CENTRO MATERNO INFANTIL BUENOS AIRES DE VILLA;NO;NACIONAL;;D.N.I.;81;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;11;
7377;31/08/2023;PASCO;OXAPAMPA;PALCAZU;190304;891;REGION PASCO - SALUD UTES OXAPAMPA;RURAL;17801;P.S. AGUARUNA;NO;NACIONAL;;D.N.I.;27;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;3;
7378;31/08/2023;AREQUIPA;AREQUIPA;JOSÉ LUIS BUSTAMANTE Y RIVERO;40129;1222;REGION AREQUIPA - SALUD RED PERIFERICA AREQUIPA;URBANA;1267;PUESTO DE SALUD CERRO JULI;NO;NACIONAL;;D.N.I.;22;MASCULINO;SEMICONTRIBUTIVO;SIS EMPRENDEDOR;PEAS + PC;1;
7379;31/08/2023;CAJAMARCA;CHOTA;ANGUIA;60402;786;REGION CAJAMARCA - SALUD CHOTA;RURAL;4750;P.S. ANGUIA;NO;NACIONAL;;D.N.I.;46;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;3;
7380;31/08/2023;LIMA METROPOLITANA;LIMA;SAN JUAN DE LURIGANCHO;150132;1683;DIRECCION DE REDES INTEGRADAS DE SALUD LIMA CENTRO;URBANA;5849;CENTRO DE SALUD ZARATE;NO;NACIONAL;;D.N.I.;24;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;31;
7381;31/08/2023;AYACUCHO;LA MAR;SAMUGARI;50509;1490;GOB. REG. DE AYACUCHO - RED DE SALUD SAN FRANCISCO;RURAL;3751;PICHIHUILLCA;SI;NACIONAL;;D.N.I.;49;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;3;
7382;31/08/2023;PUNO;PUNO;CHUCUITO;210106;919;REGION PUNO - SALUD PUNO;RURAL;3228;CHUCUITO;NO;NACIONAL;;D.N.I.;17;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;16;
7383;31/08/2023;LIMA METROPOLITANA;LIMA;CARABAYLLO;150106;1684;DIRECCION DE REDES INTEGRADAS DE SALUD LIMA NORTE;URBANA;5737;VILLA ESPERANZA;NO;NACIONAL;;D.N.I.;81;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;6;
7384;31/08/2023;LA LIBERTAD;TRUJILLO;HUANCHACO;130104;854;REGION LA LIBERTAD - SALUD TRUJILLO ESTE;URBANA;5223;VILLA DEL MAR;NO;NACIONAL;;D.N.I.;17;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;9;
7385;31/08/2023;PASCO;OXAPAMPA;VILLA RICA;190307;891;REGION PASCO - SALUD UTES OXAPAMPA;RURAL;981;"HOSP. ""ROMAN EGOAVIL PANDO"" VILLA RICA";NO;NACIONAL;;D.N.I.;90;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;7;
7386;31/08/2023;HUÁNUCO;LEONCIO PRADO;RUPA-RUPA;100601;1537;GOB. REG. DE ANCASH - RED DE SALUD PACIFICO NORTE;URBANA;1678;PUESTO DE SALUD RINCONADA;NO;NACIONAL;;D.N.I.;19;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
7387;31/08/2023;UCAYALI;CORONEL PORTILLO;MANANTAY;250107;1660;GOB. REG. DE UCAYALI - RED DE SALUD N° 01 CORONEL PORTILLO;URBANA;5553;MANANTAY;NO;NACIONAL;;D.N.I.;23;FEMENINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;14;
7388;31/08/2023;JUNÍN;TARMA;TARMA;120701;827;REGION JUNIN - SALUD TARMA;URBANA;588;MULLUCRO;NO;NACIONAL;;D.N.I.;72;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
7389;31/08/2023;LIMA PROVINCIAS;BARRANCA;SUPE PUERTO;150205;1289;REGION LIMA - HOSP. BARRANCA - CAJATAMBO Y SERV. BASICOS DE SALUD;URBANA;5723;PUERTO SUPE;NO;NACIONAL;;D.N.I.;53;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;14;
7390;31/08/2023;LIMA PROVINCIAS;HUAROCHIRÍ;SANTIAGO DE TUNA;150730;1404;REGION LIMA - RED DE SALUD HUAROCHIRI;URBANA;5961;SANTIAGO DE TUNA;NO;NACIONAL;;D.N.I.;7;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;3;
7391;31/08/2023;LAMBAYEQUE;LAMBAYEQUE;MOTUPE;140307;860;REGION LAMBAYEQUE - SALUD ;URBANA;4395;MOTUPE;NO;NACIONAL;;D.N.I.;88;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;9;
7392;31/08/2023;LIMA METROPOLITANA;LIMA;SAN JUAN DE LURIGANCHO;150132;1683;DIRECCION DE REDES INTEGRADAS DE SALUD LIMA CENTRO;URBANA;5619;AYACUCHO;NO;NACIONAL;;D.N.I.;92;FEMENINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;46;
7393;31/08/2023;UCAYALI;CORONEL PORTILLO;CALLERIA;250101;950;REGION UCAYALI - SALUD ;URBANA;5567;JOSE OLAYA;NO;NACIONAL;;D.N.I.;59;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;9;
7394;31/08/2023;SAN MARTÍN;EL DORADO;AGUA BLANCA;220302;930;REGION SAN MARTIN - SALUD ;URBANA;6496;AGUA BLANCA;NO;NACIONAL;;D.N.I.;22;FEMENINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;3;
7395;31/08/2023;LA LIBERTAD;TRUJILLO;LA ESPERANZA;130105;854;REGION LA LIBERTAD - SALUD TRUJILLO ESTE;URBANA;5229;BELLAVISTA;NO;NACIONAL;;D.N.I.;62;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;28;
7396;31/08/2023;LA LIBERTAD;VIRÚ;VIRU;131201;785;REGION CAJAMARCA - SALUD CAJAMARCA;RURAL;4501;SAN MARCOS;NO;NACIONAL;;D.N.I.;43;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
7397;31/08/2023;PUNO;PUNO;PLATERIA;210112;919;REGION PUNO - SALUD PUNO;RURAL;3247;PLATERIA;NO;NACIONAL;;D.N.I.;27;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;6;
7398;31/08/2023;LA LIBERTAD;SÁNCHEZ CARRIÓN;COCHORCO;130903;851;REGION LA LIBERTAD - SALUD SANCHEZ CARRION;RURAL;13800;SUCCHACENTRO;NO;NACIONAL;;D.N.I.;74;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;3;
7399;31/08/2023;LORETO;PUTUMAYO;YAGUAS;160804;870;REGION LORETO - SALUD LORETO ;RURAL;80;PUESTO DE SALUD I-2 REMANSO;NO;NACIONAL;;D.N.I.;26;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
7400;31/08/2023;ÁNCASH;HUARI;HUARI;21001;746;REGION ANCASH - SALUD HUARI;RURAL;1813;HOSPITAL DE APOYO HUARI;NO;NACIONAL;;D.N.I.;62;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;17;
7401;31/08/2023;LIMA METROPOLITANA;LIMA;SAN BARTOLO;150129;1685;DIRECCION DE REDES INTEGRADAS DE SALUD LIMA SUR;URBANA;6088;CENTRO DE SALUD SAN BARTOLO;NO;NACIONAL;;D.N.I.;62;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;10;
7402;31/08/2023;LAMBAYEQUE;LAMBAYEQUE;ILLIMO;140303;860;REGION LAMBAYEQUE - SALUD ;RURAL;4377;CHIRIMOYO;NO;NACIONAL;;D.N.I.;10;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;6;
7403;31/08/2023;HUANCAVELICA;TAYACAJA;PAMPAS;90701;1645;GOB. REG. HUANCAVELICA - RED DE SALUD TAYACAJA;RURAL;4075;SANTIAGO DE TUCUMA;SI;NACIONAL;;D.N.I.;16;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;10;
7404;31/08/2023;AYACUCHO;HUANTA;HUANTA;50401;1347;GOB. REG. CUSCO - RED DE SERVICIOS DE SALUD KIMBIRI PICHARI;URBANA;2495;MANTARO;SI;NACIONAL;;D.N.I.;39;FEMENINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
7405;31/08/2023;PUNO;SANDIA;YANAHUAYA;211208;1007;REGION PUNO - SALUD SANDIA;RURAL;3339;YANAHUAYA;NO;NACIONAL;;D.N.I.;60;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;10;
7406;31/08/2023;PUNO;SANDIA;SANDIA;211201;1007;REGION PUNO - SALUD SANDIA;RURAL;3336;CCAPUNA;NO;NACIONAL;;D.N.I.;28;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;17;
7407;31/08/2023;AMAZONAS;CHACHAPOYAS;LEVANTO;10111;725;REGION AMAZONAS - SALUD;RURAL;4842;LEVANTO;NO;NACIONAL;;D.N.I.;10;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;3;
7408;31/08/2023;AYACUCHO;HUANCA SANCOS;SANTIAGO DE LUCANAMARCA;50304;1045;REGION AYACUCHO - SALUD CENTRO AYACUCHO;RURAL;3645;PUESTO DE SALUD SANTA ROSA COCHAS;NO;NACIONAL;;D.N.I.;60;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
7409;31/08/2023;LIMA PROVINCIAS;HUAROCHIRÍ;MARIATANA;150713;1404;REGION LIMA - RED DE SALUD HUAROCHIRI;RURAL;5915;CALAHUAYA;NO;NACIONAL;;D.N.I.;56;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;5;
7410;31/08/2023;PIURA;AYABACA;AYABACA;200201;900;REGION PIURA - SALUD LUCIANO CASTILLO COLONNA;RURAL;1912;PUESTO DE SALUD DE TAPAL;NO;NACIONAL;;D.N.I.;24;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;21;
7411;31/08/2023;CUSCO;PARURO;OMACHA;81006;1322;REG. CUSCO - RED DE SERVICIOS DE SALUD CUSCO SUR;RURAL;7147;PUESTO DE SALUD DE HUASQUILLAY;NO;NACIONAL;;D.N.I.;9;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;6;
7412;31/08/2023;AYACUCHO;VILCAS HUAMÁN;ACCOMARCA;51102;1045;REGION AYACUCHO - SALUD CENTRO AYACUCHO;URBANA;3841;PUESTO DE SALUD ACCOMARCA;NO;NACIONAL;;D.N.I.;50;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;3;
7413;31/08/2023;PIURA;AYABACA;FRIAS;200202;1026;REGION PIURA - SALUD MORROPON- CHULUCANAS;RURAL;2176;E.S.   GERALDO;NO;NACIONAL;;D.N.I.;31;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;14;
7414;31/08/2023;LIMA PROVINCIAS;YAUYOS;ALLAUCA;151003;1287;REGION LIMA - SERVICIOS BASICOS DE SALUD CAÑETE-YAUYOS;RURAL;6045;AYAUCA;NO;NACIONAL;;D.N.I.;33;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;4;
7415;31/08/2023;LIMA METROPOLITANA;LIMA;EL AGUSTINO;150111;1684;DIRECCION DE REDES INTEGRADAS DE SALUD LIMA NORTE;URBANA;5752;CAQUETA;NO;NACIONAL;;D.N.I.;6;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;1;
7416;31/08/2023;JUNÍN;SATIPO;MAZAMARI;120604;829;REGION JUNIN - SALUD SATIPO;RURAL;437;PANGA;SI;NACIONAL;;D.N.I.;27;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;8;
7417;31/08/2023;CUSCO;URUBAMBA;HUAYLLABAMBA;81303;1348;GOB. REG. CUSCO - RED DE SERVICIOS DE SALUD CUSCO NORTE;RURAL;2545;HUAYLLABAMBA;NO;NACIONAL;;D.N.I.;18;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;15;
7418;31/08/2023;LA LIBERTAD;TRUJILLO;FLORENCIA DE MORA;130103;853;REGION LA LIBERTAD - SALUD OTUZCO;URBANA;5329;CHUQUIZONGO;NO;NACIONAL;;D.N.I.;33;FEMENINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;1;
7419;31/08/2023;APURÍMAC;ANDAHUAYLAS;SAN JERÓNIMO;30213;756;REGION APURIMAC - SALUD CHANKA;RURAL;4177;SAN JERONIMO;NO;NACIONAL;;D.N.I.;16;FEMENINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;10;
7420;31/08/2023;HUÁNUCO;HUAMALÍES;MONZÓN;100507;1110;REGION HUANUCO - SALUD LEONCIO PRADO;RURAL;7269;PUESTO DE SALUD TAZO GRANDE;NO;NACIONAL;;D.N.I.;3;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;8;
7421;31/08/2023;TACNA;TACNA;POCOLLAY;230108;1622;GOB. REG. DE TACNA - RED DE SALUD TACNA;URBANA;2899;POCOLLAY;NO;NACIONAL;;D.N.I.;51;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;20;
7422;31/08/2023;ÁNCASH;SANTA;CHIMBOTE;21801;1537;GOB. REG. DE ANCASH - RED DE SALUD PACIFICO NORTE;URBANA;1662;PUESTO DE SALUD VICTOR  RAUL;NO;NACIONAL;;D.N.I.;51;FEMENINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;23;
7423;31/08/2023;LIMA METROPOLITANA;LIMA;ATE;150103;1686;DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE;URBANA;5927;SANTA CLARA;NO;NACIONAL;;D.N.I.;68;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;29;
7424;31/08/2023;AREQUIPA;CASTILLA;HUANCARQUI;40407;769;REGION AREQUIPA - SALUD APLAO;URBANA;1384;CENTRO DE SALUD HUANCARQUI;NO;NACIONAL;;D.N.I.;4;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;10;
7425;31/08/2023;HUÁNUCO;LEONCIO PRADO;DANIEL ALOMÍA ROBLES;100602;1110;REGION HUANUCO - SALUD LEONCIO PRADO;RURAL;945;PUMAHUASI;NO;NACIONAL;;D.N.I.;32;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;13;
7426;31/08/2023;LORETO;ALTO AMAZONAS;YURIMAGUAS;160201;871;REGION LORETO - SALUD YURIMAGUAS;URBANA;222;C.S. I-3 MUNICHIS DE YURIMAGUAS;NO;NACIONAL;;D.N.I.;24;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;3;
7427;31/08/2023;CAJAMARCA;SAN MIGUEL;EL PRADO;61105;785;REGION CAJAMARCA - SALUD CAJAMARCA;RURAL;4575;EL PRADO;NO;NACIONAL;;D.N.I.;54;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;6;
7428;31/08/2023;LORETO;MAYNAS;IQUITOS;160101;870;REGION LORETO - SALUD LORETO ;URBANA;13;P.S I-2 MAYNAS;NO;NACIONAL;;D.N.I.;47;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;11;
7429;31/08/2023;ICA;ICA;SUBTANJALLA;110112;1223;REGION ICA - RED DE SALUD ICA;URBANA;3362;SUBTANJALLA;NO;NACIONAL;;D.N.I.;86;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;3;
7430;31/08/2023;LORETO;MAYNAS;IQUITOS;160101;870;REGION LORETO - SALUD LORETO ;URBANA;14;FERNANDO LORES;NO;NACIONAL;;D.N.I.;29;MASCULINO;SUBSIDIADO;SIS PARA TODOS;PEAS + PC;6;
7431;31/08/2023;LORETO;MARISCAL RAMÓN CASTILLA;PEBAS;160402;870;REGION LORETO - SALUD LORETO ;RURAL;24047;PUESTO DE SALUD I-1 BUEN JESUS DE PAZ;NO;NACIONAL;;D.N.I.;76;MASCULINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;3;
7432;31/08/2023;HUANCAVELICA;CHURCAMPA;ANCO;90502;1300;REGION HUANCAVELICA - GERENCIA SUB REGIONAL CHURCAMPA;RURAL;3984;ANCO;NO;NACIONAL;;D.N.I.;28;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;17;
7433;31/08/2023;CAJAMARCA;CHOTA;MIRACOSTA;60412;786;REGION CAJAMARCA - SALUD CHOTA;RURAL;7119;SAN JUAN DE UNICAN;NO;NACIONAL;;D.N.I.;19;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;3;
7434;31/08/2023;PUNO;SAN ROMÁN;JULIACA;211101;917;REGION PUNO - SALUD SAN ROMAN;URBANA;3307;ISLA;NO;NACIONAL;;D.N.I.;44;FEMENINO;SUBSIDIADO;SIS GRATUITO;PEAS + PC;5;
